instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
1040,2011-02-16,springer,2011,Feb,0,No,Wed,Yes,Normal,9.0,13.0,41.0,6.0,0,15,15,16
1041,2011-02-16,springer,2011,Feb,1,No,Wed,Yes,Normal,8.0,11.0,44.0,6.0,0,9,9,16
1042,2011-02-16,springer,2011,Feb,3,No,Wed,Yes,Moderate,8.0,10.0,47.0,13.0,0,1,1,16
1043,2011-02-16,springer,2011,Feb,4,No,Wed,Yes,Normal,8.0,10.0,51.0,13.0,0,1,1,16
1044,2011-02-16,springer,2011,Feb,5,No,Wed,Yes,Normal,8.0,10.0,47.0,13.0,0,5,5,16
1045,2011-02-16,springer,2011,Feb,6,No,Wed,Yes,Normal,8.0,10.0,55.0,15.0,1,32,33,16
1046,2011-02-16,springer,2011,Feb,7,No,Wed,Yes,Moderate,8.0,10.0,55.0,15.0,5,103,108,16
1047,2011-02-16,springer,2011,Feb,8,No,Wed,Yes,Moderate,9.0,11.0,55.0,11.0,6,224,230,16
1048,2011-02-16,springer,2011,Feb,9,No,Wed,Yes,Normal,10.0,11.0,52.0,19.0,2,122,124,16
1049,2011-02-16,springer,2011,Feb,10,No,Wed,Yes,Normal,11.0,11.0,41.0,26.0,14,55,69,16
1050,2011-02-16,springer,2011,Feb,11,No,Wed,Yes,Normal,14.0,15.0,34.0,20.0,7,59,66,16
1051,2011-02-16,springer,2011,Feb,12,No,Wed,Yes,Normal,16.0,20.0,32.0,22.0,14,72,86,16
1052,2011-02-16,springer,2011,Feb,13,No,Wed,Yes,Normal,17.0,21.0,30.0,24.0,13,80,93,16
1053,2011-02-16,springer,2011,Feb,14,No,Wed,Yes,Normal,19.0,23.0,28.0,28.0,17,65,82,16
1054,2011-02-16,springer,2011,Feb,15,No,Wed,Yes,Normal,19.0,23.0,28.0,28.0,35,82,117,16
1055,2011-02-16,springer,2011,Feb,16,No,Wed,Yes,Normal,19.0,23.0,31.0,26.0,26,96,122,16
1056,2011-02-16,springer,2011,Feb,17,No,Wed,Yes,Normal,19.0,23.0,28.0,19.0,11,244,255,16
1057,2011-02-16,springer,2011,Feb,18,No,Wed,Yes,Normal,16.0,20.0,40.0,15.0,20,202,222,16
1058,2011-02-16,springer,2011,Feb,19,No,Wed,Yes,Normal,14.0,16.0,53.0,15.0,18,143,161,16
1059,2011-02-16,springer,2011,Feb,20,No,Wed,Yes,Normal,16.0,20.0,43.0,13.0,10,108,118,16
1060,2011-02-16,springer,2011,Feb,21,No,Wed,Yes,Normal,15.0,17.0,46.0,13.0,5,87,92,16
1061,2011-02-16,springer,2011,Feb,22,No,Wed,Yes,Normal,14.0,17.0,53.0,13.0,12,61,73,16
1062,2011-02-16,springer,2011,Feb,23,No,Wed,Yes,Normal,16.0,20.0,40.0,15.0,2,31,33,16
1063,2011-02-17,springer,2011,Feb,0,No,Thr,Yes,Normal,14.0,17.0,53.0,13.0,1,16,17,17
1064,2011-02-17,springer,2011,Feb,1,No,Thr,Yes,Normal,14.0,16.0,53.0,15.0,0,6,6,17
1065,2011-02-17,springer,2011,Feb,2,No,Thr,Yes,Moderate,14.0,16.0,53.0,15.0,2,4,6,17
1066,2011-02-17,springer,2011,Feb,3,No,Thr,Yes,Normal,14.0,17.0,53.0,13.0,3,1,4,17
1067,2011-02-17,springer,2011,Feb,4,No,Thr,Yes,Normal,13.0,16.0,57.0,13.0,3,1,4,17
1068,2011-02-17,springer,2011,Feb,5,No,Thr,Yes,Normal,13.0,17.0,66.0,6.0,1,11,12,17
1069,2011-02-17,springer,2011,Feb,6,No,Thr,Yes,Normal,12.0,15.0,70.0,9.0,3,44,47,17
1070,2011-02-17,springer,2011,Feb,7,No,Thr,Yes,Normal,13.0,17.0,57.0,7.0,7,119,126,17
1071,2011-02-17,springer,2011,Feb,8,No,Thr,Yes,Normal,13.0,17.0,57.0,6.0,18,267,285,17
1072,2011-02-17,springer,2011,Feb,9,No,Thr,Yes,Normal,15.0,17.0,57.0,13.0,16,163,179,17
1073,2011-02-17,springer,2011,Feb,10,No,Thr,Yes,Normal,16.0,20.0,54.0,13.0,18,70,88,17
1074,2011-02-17,springer,2011,Feb,11,No,Thr,Yes,Moderate,18.0,22.0,44.0,17.0,19,71,90,17
1075,2011-02-17,springer,2011,Feb,12,No,Thr,Yes,Normal,20.0,23.0,41.0,15.0,15,86,101,17
1076,2011-02-17,springer,2011,Feb,13,No,Thr,Yes,Normal,22.0,26.0,34.0,15.0,15,108,123,17
1077,2011-02-17,springer,2011,Feb,14,No,Thr,Yes,Normal,25.0,31.0,31.0,15.0,26,55,81,17
1078,2011-02-17,springer,2011,Feb,15,No,Thr,Yes,Normal,25.0,30.0,28.0,17.0,15,91,106,17
1079,2011-02-17,springer,2011,Feb,16,No,Thr,Yes,Moderate,23.0,27.0,35.0,20.0,29,117,146,17
1080,2011-02-17,springer,2011,Feb,17,No,Thr,Yes,Moderate,24.0,27.0,32.0,20.0,18,256,274,17
1081,2011-02-17,springer,2011,Feb,18,No,Thr,Yes,Moderate,22.0,26.0,42.0,19.0,11,211,222,17
1082,2011-02-17,springer,2011,Feb,19,No,Thr,Yes,Normal,20.0,23.0,55.0,22.0,14,161,175,17
1083,2011-02-17,springer,2011,Feb,20,No,Thr,Yes,Normal,20.0,23.0,59.0,22.0,8,131,139,17
1084,2011-02-17,springer,2011,Feb,21,No,Thr,Yes,Normal,21.0,25.0,55.0,26.0,5,119,124,17
1085,2011-02-17,springer,2011,Feb,22,No,Thr,Yes,Normal,20.0,24.0,59.0,19.0,8,68,76,17
1086,2011-02-17,springer,2011,Feb,23,No,Thr,Yes,Normal,19.0,23.0,67.0,20.0,4,40,44,17
1087,2011-02-18,springer,2011,Feb,0,No,Fri,Yes,Normal,18.0,22.0,72.0,19.0,12,20,32,18
1088,2011-02-18,springer,2011,Feb,1,No,Fri,Yes,Normal,18.0,22.0,72.0,15.0,1,7,8,18
1089,2011-02-18,springer,2011,Feb,2,No,Fri,Yes,Normal,18.0,22.0,72.0,19.0,2,5,7,18
1090,2011-02-18,springer,2011,Feb,3,No,Fri,Yes,Normal,19.0,23.0,67.0,17.0,2,6,8,18
1091,2011-02-18,springer,2011,Feb,4,No,Fri,Yes,Normal,19.0,23.0,67.0,17.0,0,1,1,18
1092,2011-02-18,springer,2011,Feb,5,No,Fri,Yes,Moderate,19.0,23.0,67.0,7.0,1,6,7,18
1093,2011-02-18,springer,2011,Feb,6,No,Fri,Yes,Moderate,18.0,22.0,72.0,11.0,2,48,50,18
1094,2011-02-18,springer,2011,Feb,7,No,Fri,Yes,Moderate,17.0,21.0,77.0,15.0,8,108,116,18
1095,2011-02-18,springer,2011,Feb,8,No,Fri,Yes,Moderate,17.0,21.0,77.0,13.0,26,246,272,18
1096,2011-02-18,springer,2011,Feb,9,No,Fri,Yes,Moderate,17.0,21.0,77.0,13.0,15,154,169,18
1097,2011-02-18,springer,2011,Feb,10,No,Fri,Yes,Moderate,18.0,22.0,72.0,15.0,17,78,95,18
1098,2011-02-18,springer,2011,Feb,11,No,Fri,Yes,Normal,18.0,22.0,72.0,11.0,31,82,113,18
1099,2011-02-18,springer,2011,Feb,12,No,Fri,Yes,Normal,20.0,24.0,59.0,13.0,59,126,185,18
1100,2011-02-18,springer,2011,Feb,13,No,Fri,Yes,Normal,25.0,31.0,43.0,13.0,45,131,176,18
1101,2011-02-18,springer,2011,Feb,14,No,Fri,Yes,Normal,27.0,31.0,36.0,20.0,73,118,191,18
1102,2011-02-18,springer,2011,Feb,15,No,Fri,Yes,Normal,27.0,31.0,36.0,22.0,55,117,172,18
1103,2011-02-18,springer,2011,Feb,16,No,Fri,Yes,Normal,27.0,31.0,36.0,19.0,68,164,232,18
1104,2011-02-18,springer,2011,Feb,17,No,Fri,Yes,Normal,27.0,31.0,34.0,24.0,52,275,327,18
1105,2011-02-18,springer,2011,Feb,18,No,Fri,Yes,Normal,26.0,31.0,33.0,22.0,29,195,224,18
1106,2011-02-18,springer,2011,Feb,19,No,Fri,Yes,Normal,25.0,31.0,29.0,32.0,16,146,162,18
1107,2011-02-18,springer,2011,Feb,20,No,Fri,Yes,Normal,25.0,31.0,31.0,13.0,19,105,124,18
1108,2011-02-18,springer,2011,Feb,21,No,Fri,Yes,Normal,24.0,27.0,21.0,32.0,11,61,72,18
1109,2011-02-18,springer,2011,Feb,22,No,Fri,Yes,Normal,22.0,26.0,10.0,17.0,19,88,107,18
1110,2011-02-18,springer,2011,Feb,23,No,Fri,Yes,Normal,21.0,25.0,8.0,19.0,16,61,77,18
1111,2011-02-19,springer,2011,Feb,0,No,Sat,No,Normal,20.0,23.0,12.0,32.0,6,23,29,19
1112,2011-02-19,springer,2011,Feb,1,No,Sat,No,Normal,19.0,23.0,14.0,28.0,10,21,31,19
1113,2011-02-19,springer,2011,Feb,2,No,Sat,No,Normal,18.0,22.0,13.0,26.0,3,14,17,19
1114,2011-02-19,springer,2011,Feb,3,No,Sat,No,Normal,17.0,21.0,14.0,20.0,0,7,7,19
1115,2011-02-19,springer,2011,Feb,4,No,Sat,No,Normal,16.0,20.0,15.0,22.0,0,3,3,19
1116,2011-02-19,springer,2011,Feb,5,No,Sat,No,Normal,16.0,20.0,15.0,22.0,0,3,3,19
1117,2011-02-19,springer,2011,Feb,6,No,Sat,No,Normal,16.0,20.0,17.0,28.0,3,3,6,19
1118,2011-02-19,springer,2011,Feb,7,No,Sat,No,Normal,16.0,20.0,17.0,32.0,6,16,22,19
1119,2011-02-19,springer,2011,Feb,8,No,Sat,No,Normal,16.0,20.0,17.0,32.0,9,36,45,19
1120,2011-02-19,springer,2011,Feb,9,No,Sat,No,Normal,16.0,20.0,16.0,32.0,18,37,55,19
1121,2011-02-19,springer,2011,Feb,10,No,Sat,No,Normal,17.0,21.0,16.0,32.0,34,72,106,19
1122,2011-02-19,springer,2011,Feb,11,No,Sat,No,Normal,18.0,22.0,16.0,32.0,47,76,123,19
1123,2011-02-19,springer,2011,Feb,12,No,Sat,No,Normal,18.0,22.0,18.0,32.0,38,81,119,19
1124,2011-02-19,springer,2011,Feb,13,No,Sat,No,Normal,18.0,22.0,16.0,32.0,52,103,155,19
1125,2011-02-19,springer,2011,Feb,14,No,Sat,No,Normal,19.0,23.0,15.0,32.0,102,94,196,19
1126,2011-02-19,springer,2011,Feb,15,No,Sat,No,Normal,18.0,22.0,16.0,32.0,84,87,171,19
1127,2011-02-19,springer,2011,Feb,16,No,Sat,No,Normal,18.0,22.0,16.0,32.0,39,81,120,19
1128,2011-02-19,springer,2011,Feb,17,No,Sat,No,Normal,17.0,21.0,19.0,32.0,36,91,127,19
1129,2011-02-19,springer,2011,Feb,18,No,Sat,No,Normal,15.0,16.0,25.0,30.0,21,67,88,19
1130,2011-02-19,springer,2011,Feb,19,No,Sat,No,Normal,14.0,15.0,29.0,24.0,5,54,59,19
1131,2011-02-19,springer,2011,Feb,20,No,Sat,No,Normal,13.0,14.0,28.0,32.0,9,38,47,19
1132,2011-02-19,springer,2011,Feb,21,No,Sat,No,Normal,13.0,14.0,26.0,32.0,4,29,33,19
1133,2011-02-19,springer,2011,Feb,22,No,Sat,No,Normal,12.0,13.0,28.0,32.0,2,42,44,19
1134,2011-02-19,springer,2011,Feb,23,No,Sat,No,Normal,11.0,12.0,33.0,30.0,4,25,29,19
1135,2011-02-20,springer,2011,Feb,0,No,Sun,No,Normal,11.0,11.0,35.0,30.0,3,14,17,20
1136,2011-02-20,springer,2011,Feb,1,No,Sun,No,Normal,10.0,10.0,41.0,31.0,5,11,16,20
1137,2011-02-20,springer,2011,Feb,2,No,Sun,No,Normal,10.0,10.0,41.0,32.0,0,17,17,20
1138,2011-02-20,springer,2011,Feb,3,No,Sun,No,Normal,9.0,9.0,44.0,32.0,9,9,18,20
1139,2011-02-20,springer,2011,Feb,4,No,Sun,No,Normal,9.0,9.0,44.0,32.0,0,1,1,20
1140,2011-02-20,springer,2011,Feb,6,No,Sun,No,Normal,8.0,9.0,47.0,20.0,1,1,2,20
1141,2011-02-20,springer,2011,Feb,7,No,Sun,No,Normal,7.0,8.0,51.0,17.0,0,2,2,20
1142,2011-02-20,springer,2011,Feb,8,No,Sun,No,Normal,8.0,11.0,51.0,7.0,2,22,24,20
1143,2011-02-20,springer,2011,Feb,9,No,Sun,No,Normal,9.0,11.0,47.0,19.0,7,48,55,20
1144,2011-02-20,springer,2011,Feb,10,No,Sun,No,Moderate,11.0,13.0,41.0,13.0,34,70,104,20
1145,2011-02-20,springer,2011,Feb,11,No,Sun,No,Moderate,12.0,15.0,33.0,11.0,72,89,161,20
1146,2011-02-20,springer,2011,Feb,12,No,Sun,No,Normal,12.0,16.0,33.0,7.0,62,120,182,20
1147,2011-02-20,springer,2011,Feb,13,No,Sun,No,Normal,14.0,17.0,29.0,0.0,76,122,198,20
1148,2011-02-20,springer,2011,Feb,14,No,Sun,No,Normal,15.0,17.0,27.0,11.0,108,104,212,20
1149,2011-02-20,springer,2011,Feb,15,No,Sun,No,Normal,15.0,18.0,27.0,6.0,66,102,168,20
1150,2011-02-20,springer,2011,Feb,16,No,Sun,No,Normal,15.0,18.0,29.0,6.0,59,88,147,20
1151,2011-02-20,springer,2011,Feb,17,No,Sun,No,Normal,14.0,17.0,33.0,11.0,60,86,146,20
1152,2011-02-20,springer,2011,Feb,18,No,Sun,No,Moderate,14.0,17.0,36.0,9.0,30,71,101,20
1153,2011-02-20,springer,2011,Feb,19,No,Sun,No,Moderate,14.0,17.0,36.0,9.0,3,39,42,20
1154,2011-02-20,springer,2011,Feb,20,No,Sun,No,Moderate,14.0,18.0,42.0,0.0,12,30,42,20
1155,2011-02-20,springer,2011,Feb,21,No,Sun,No,Moderate,13.0,17.0,53.0,0.0,17,39,56,20
1156,2011-02-20,springer,2011,Feb,22,No,Sun,No,Moderate,13.0,15.0,57.0,15.0,4,43,47,20
1157,2011-02-20,springer,2011,Feb,23,No,Sun,No,Moderate,12.0,15.0,61.0,11.0,9,45,54,20
1158,2011-02-21,springer,2011,Feb,0,Yes,Mon,No,Moderate,14.0,15.0,42.0,22.0,7,30,37,21
1159,2011-02-21,springer,2011,Feb,1,Yes,Mon,No,Moderate,14.0,15.0,42.0,22.0,2,11,13,21
1160,2011-02-21,springer,2011,Feb,2,Yes,Mon,No,Moderate,14.0,15.0,42.0,22.0,1,3,4,21
1161,2011-02-21,springer,2011,Feb,3,Yes,Mon,No,Moderate,14.0,15.0,42.0,20.0,2,3,5,21
1162,2011-02-21,springer,2011,Feb,4,Yes,Mon,No,Normal,13.0,16.0,45.0,11.0,1,0,1,21
1163,2011-02-21,springer,2011,Feb,5,Yes,Mon,No,Moderate,14.0,18.0,36.0,0.0,1,2,3,21
1164,2011-02-21,springer,2011,Feb,6,Yes,Mon,No,Moderate,17.0,21.0,26.0,20.0,2,6,8,21
1165,2011-02-21,springer,2011,Feb,7,Yes,Mon,No,Moderate,17.0,21.0,26.0,19.0,3,16,19,21
1166,2011-02-21,springer,2011,Feb,8,Yes,Mon,No,Moderate,13.0,15.0,57.0,20.0,7,56,63,21
1167,2011-02-21,springer,2011,Feb,9,Yes,Mon,No,Moderate,13.0,15.0,57.0,19.0,11,46,57,21
1168,2011-02-21,springer,2011,Feb,10,Yes,Mon,No,Moderate,13.0,15.0,57.0,17.0,29,52,81,21
1169,2011-02-21,springer,2011,Feb,11,Yes,Mon,No,Moderate,13.0,17.0,57.0,7.0,20,70,90,21
1170,2011-02-21,springer,2011,Feb,12,Yes,Mon,No,Moderate,13.0,16.0,66.0,13.0,26,67,93,21
1171,2011-02-21,springer,2011,Feb,13,Yes,Mon,No,Caution,12.0,14.0,81.0,22.0,28,75,103,21
1172,2011-02-21,springer,2011,Feb,14,Yes,Mon,No,Moderate,13.0,15.0,76.0,17.0,15,101,116,21
1173,2011-02-21,springer,2011,Feb,15,Yes,Mon,No,Moderate,12.0,14.0,70.0,30.0,11,76,87,21
1174,2011-02-21,springer,2011,Feb,16,Yes,Mon,No,Caution,11.0,12.0,75.0,28.0,8,48,56,21
1175,2011-02-21,springer,2011,Feb,17,Yes,Mon,No,Moderate,11.0,13.0,75.0,26.0,18,62,80,21
1176,2011-02-21,springer,2011,Feb,18,Yes,Mon,No,Moderate,10.0,11.0,87.0,24.0,2,64,66,21
1177,2011-02-21,springer,2011,Feb,19,Yes,Mon,No,Moderate,10.0,11.0,87.0,24.0,0,49,49,21
1178,2011-02-21,springer,2011,Feb,20,Yes,Mon,No,Caution,10.0,11.0,81.0,26.0,0,29,29,21
1179,2011-02-21,springer,2011,Feb,21,Yes,Mon,No,Caution,9.0,10.0,75.0,30.0,1,33,34,21
1180,2011-02-21,springer,2011,Feb,22,Yes,Mon,No,Caution,8.0,8.0,75.0,28.0,0,11,11,21
1181,2011-02-21,springer,2011,Feb,23,Yes,Mon,No,Caution,8.0,8.0,75.0,28.0,0,2,2,21
1182,2011-02-22,springer,2011,Feb,6,No,Tue,Yes,Moderate,5.0,6.0,80.0,19.0,0,7,7,22
1183,2011-02-22,springer,2011,Feb,7,No,Tue,Yes,Moderate,5.0,6.0,80.0,19.0,0,40,40,22
1184,2011-02-22,springer,2011,Feb,8,No,Tue,Yes,Moderate,5.0,6.0,80.0,17.0,7,107,114,22
1185,2011-02-22,springer,2011,Feb,9,No,Tue,Yes,Moderate,6.0,6.0,74.0,17.0,5,101,106,22
1186,2011-02-22,springer,2011,Feb,10,No,Tue,Yes,Normal,7.0,9.0,69.0,0.0,0,44,44,22
1187,2011-02-22,springer,2011,Feb,11,No,Tue,Yes,Normal,7.0,11.0,64.0,0.0,7,43,50,22
1188,2011-02-22,springer,2011,Feb,12,No,Tue,Yes,Normal,8.0,11.0,59.0,7.0,7,48,55,22
1189,2011-02-22,springer,2011,Feb,13,No,Tue,Yes,Normal,9.0,11.0,55.0,11.0,3,52,55,22
1190,2011-02-22,springer,2011,Feb,14,No,Tue,Yes,Normal,9.0,11.0,55.0,13.0,9,49,58,22
1191,2011-02-22,springer,2011,Feb,15,No,Tue,Yes,Normal,10.0,11.0,48.0,13.0,2,67,69,22
1192,2011-02-22,springer,2011,Feb,16,No,Tue,Yes,Normal,9.0,11.0,51.0,11.0,7,79,86,22
1193,2011-02-22,springer,2011,Feb,17,No,Tue,Yes,Normal,9.0,11.0,51.0,15.0,8,188,196,22
1194,2011-02-22,springer,2011,Feb,18,No,Tue,Yes,Normal,9.0,11.0,47.0,9.0,6,161,167,22
1195,2011-02-22,springer,2011,Feb,19,No,Tue,Yes,Normal,8.0,9.0,47.0,19.0,4,114,118,22
1196,2011-02-22,springer,2011,Feb,20,No,Tue,Yes,Normal,8.0,10.0,47.0,15.0,3,102,105,22
1197,2011-02-22,springer,2011,Feb,21,No,Tue,Yes,Normal,8.0,10.0,47.0,17.0,2,80,82,22
1198,2011-02-22,springer,2011,Feb,22,No,Tue,Yes,Normal,7.0,8.0,43.0,17.0,1,76,77,22
1199,2011-02-22,springer,2011,Feb,23,No,Tue,Yes,Normal,7.0,8.0,43.0,17.0,3,18,21,22
1200,2011-02-23,springer,2011,Feb,0,No,Wed,Yes,Normal,6.0,7.0,50.0,13.0,0,6,6,23
1201,2011-02-23,springer,2011,Feb,1,No,Wed,Yes,Normal,6.0,8.0,46.0,11.0,0,4,4,23
1202,2011-02-23,springer,2011,Feb,2,No,Wed,Yes,Normal,5.0,8.0,50.0,9.0,0,1,1,23
1203,2011-02-23,springer,2011,Feb,3,No,Wed,Yes,Normal,5.0,7.0,50.0,11.0,0,2,2,23
1204,2011-02-23,springer,2011,Feb,5,No,Wed,Yes,Normal,5.0,8.0,50.0,7.0,0,8,8,23
1205,2011-02-23,springer,2011,Feb,6,No,Wed,Yes,Normal,5.0,8.0,50.0,7.0,0,36,36,23
1206,2011-02-23,springer,2011,Feb,7,No,Wed,Yes,Normal,5.0,8.0,54.0,9.0,2,94,96,23
1207,2011-02-23,springer,2011,Feb,8,No,Wed,Yes,Normal,6.0,8.0,54.0,11.0,8,227,235,23
1208,2011-02-23,springer,2011,Feb,9,No,Wed,Yes,Normal,7.0,11.0,51.0,6.0,9,130,139,23
1209,2011-02-23,springer,2011,Feb,10,No,Wed,Yes,Normal,8.0,13.0,40.0,0.0,4,47,51,23
1210,2011-02-23,springer,2011,Feb,11,No,Wed,Yes,Normal,10.0,13.0,41.0,7.0,16,53,69,23
1211,2011-02-23,springer,2011,Feb,12,No,Wed,Yes,Normal,11.0,14.0,35.0,6.0,11,56,67,23
1212,2011-02-23,springer,2011,Feb,13,No,Wed,Yes,Normal,12.0,16.0,28.0,6.0,9,78,87,23
1213,2011-02-23,springer,2011,Feb,14,No,Wed,Yes,Normal,13.0,17.0,29.0,7.0,17,61,78,23
1214,2011-02-23,springer,2011,Feb,15,No,Wed,Yes,Normal,14.0,17.0,25.0,6.0,18,54,72,23
1215,2011-02-23,springer,2011,Feb,16,No,Wed,Yes,Normal,14.0,18.0,25.0,0.0,15,79,94,23
1216,2011-02-23,springer,2011,Feb,17,No,Wed,Yes,Normal,14.0,17.0,25.0,6.0,15,207,222,23
1217,2011-02-23,springer,2011,Feb,18,No,Wed,Yes,Normal,13.0,17.0,26.0,6.0,3,206,209,23
1218,2011-02-23,springer,2011,Feb,19,No,Wed,Yes,Normal,12.0,17.0,33.0,0.0,6,135,141,23
1219,2011-02-23,springer,2011,Feb,20,No,Wed,Yes,Normal,10.0,12.0,60.0,11.0,2,107,109,23
1220,2011-02-23,springer,2011,Feb,21,No,Wed,Yes,Normal,10.0,14.0,48.0,0.0,2,89,91,23
1221,2011-02-23,springer,2011,Feb,22,No,Wed,Yes,Normal,10.0,14.0,48.0,0.0,1,60,61,23
1222,2011-02-23,springer,2011,Feb,23,No,Wed,Yes,Normal,9.0,13.0,55.0,6.0,1,38,39,23
1223,2011-02-24,springer,2011,Feb,0,No,Thr,Yes,Normal,9.0,13.0,55.0,6.0,0,11,11,24
1224,2011-02-24,springer,2011,Feb,1,No,Thr,Yes,Normal,9.0,13.0,60.0,6.0,0,7,7,24
1225,2011-02-24,springer,2011,Feb,2,No,Thr,Yes,Normal,8.0,11.0,64.0,6.0,0,4,4,24
1226,2011-02-24,springer,2011,Feb,3,No,Thr,Yes,Normal,8.0,11.0,64.0,9.0,0,2,2,24
1227,2011-02-24,springer,2011,Feb,5,No,Thr,Yes,Normal,8.0,11.0,69.0,9.0,1,3,4,24
1228,2011-02-24,springer,2011,Feb,6,No,Thr,Yes,Normal,8.0,10.0,69.0,13.0,0,58,58,24
1229,2011-02-24,springer,2011,Feb,7,No,Thr,Yes,Normal,8.0,10.0,72.0,13.0,0,104,104,24
1230,2011-02-24,springer,2011,Feb,8,No,Thr,Yes,Normal,10.0,11.0,70.0,15.0,8,244,252,24
1231,2011-02-24,springer,2011,Feb,9,No,Thr,Yes,Moderate,10.0,11.0,75.0,20.0,4,133,137,24
1232,2011-02-24,springer,2011,Feb,10,No,Thr,Yes,Moderate,11.0,12.0,70.0,19.0,8,49,57,24
1233,2011-02-24,springer,2011,Feb,11,No,Thr,Yes,Moderate,13.0,14.0,57.0,26.0,8,71,79,24
1234,2011-02-24,springer,2011,Feb,12,No,Thr,Yes,Moderate,15.0,17.0,53.0,24.0,10,85,95,24
1235,2011-02-24,springer,2011,Feb,13,No,Thr,Yes,Moderate,16.0,20.0,54.0,20.0,16,72,88,24
1236,2011-02-24,springer,2011,Feb,14,No,Thr,Yes,Moderate,16.0,20.0,50.0,20.0,2,67,69,24
1237,2011-02-24,springer,2011,Feb,15,No,Thr,Yes,Caution,16.0,20.0,54.0,26.0,5,58,63,24
1238,2011-02-24,springer,2011,Feb,16,No,Thr,Yes,Caution,16.0,20.0,62.0,19.0,4,67,71,24
1239,2011-02-24,springer,2011,Feb,17,No,Thr,Yes,Caution,15.0,17.0,66.0,13.0,9,168,177,24
1240,2011-02-24,springer,2011,Feb,18,No,Thr,Yes,Moderate,14.0,15.0,87.0,22.0,5,132,137,24
1241,2011-02-24,springer,2011,Feb,19,No,Thr,Yes,Caution,14.0,15.0,93.0,20.0,3,112,115,24
1242,2011-02-24,springer,2011,Feb,20,No,Thr,Yes,Moderate,14.0,15.0,93.0,24.0,2,87,89,24
1243,2011-02-24,springer,2011,Feb,21,No,Thr,Yes,Moderate,14.0,15.0,87.0,22.0,7,76,83,24
1244,2011-02-24,springer,2011,Feb,22,No,Thr,Yes,Caution,14.0,16.0,87.0,19.0,5,50,55,24
1245,2011-02-24,springer,2011,Feb,23,No,Thr,Yes,Moderate,13.0,15.0,93.0,15.0,3,47,50,24
1246,2011-02-25,springer,2011,Feb,0,No,Fri,Yes,Caution,13.0,17.0,93.0,0.0,1,8,9,25
1247,2011-02-25,springer,2011,Feb,1,No,Fri,Yes,Moderate,13.0,17.0,100.0,0.0,1,9,10,25
1248,2011-02-25,springer,2011,Feb,2,No,Fri,Yes,Moderate,13.0,17.0,100.0,0.0,0,3,3,25
1249,2011-02-25,springer,2011,Feb,3,No,Fri,Yes,Moderate,13.0,17.0,93.0,7.0,1,1,2,25
1250,2011-02-25,springer,2011,Feb,5,No,Fri,Yes,Moderate,13.0,17.0,93.0,7.0,1,5,6,25
1251,2011-02-25,springer,2011,Feb,6,No,Fri,Yes,Caution,14.0,17.0,93.0,6.0,0,11,11,25
1252,2011-02-25,springer,2011,Feb,7,No,Fri,Yes,Caution,14.0,17.0,100.0,9.0,1,34,35,25
1253,2011-02-25,springer,2011,Feb,8,No,Fri,Yes,Caution,15.0,17.0,93.0,9.0,3,70,73,25
1254,2011-02-25,springer,2011,Feb,9,No,Fri,Yes,Caution,14.0,15.0,93.0,24.0,3,111,114,25
1255,2011-02-25,springer,2011,Feb,10,No,Fri,Yes,Caution,17.0,21.0,94.0,22.0,7,42,49,25
1256,2011-02-25,springer,2011,Feb,11,No,Fri,Yes,Normal,21.0,25.0,77.0,30.0,9,50,59,25
1257,2011-02-25,springer,2011,Feb,12,No,Fri,Yes,Caution,22.0,26.0,60.0,31.0,20,95,115,25
1258,2011-02-25,springer,2011,Feb,13,No,Fri,Yes,Caution,22.0,26.0,60.0,31.0,6,77,83,25
1259,2011-02-25,springer,2011,Feb,14,No,Fri,Yes,Caution,23.0,27.0,56.0,32.0,14,71,85,25
1260,2011-02-25,springer,2011,Feb,15,No,Fri,Yes,Normal,19.0,23.0,41.0,32.0,5,50,55,25
1261,2011-02-25,springer,2011,Feb,16,No,Fri,Yes,Normal,13.0,14.0,49.0,31.0,11,91,102,25
1262,2011-02-25,springer,2011,Feb,17,No,Fri,Yes,Normal,13.0,14.0,49.0,32.0,8,181,189,25
1263,2011-02-25,springer,2011,Feb,18,No,Fri,Yes,Normal,13.0,14.0,49.0,32.0,7,150,157,25
1264,2011-02-25,springer,2011,Feb,19,No,Fri,Yes,Normal,12.0,14.0,52.0,30.0,4,86,90,25
1265,2011-02-25,springer,2011,Feb,20,No,Fri,Yes,Normal,12.0,13.0,49.0,32.0,2,60,62,25
1266,2011-02-25,springer,2011,Feb,21,No,Fri,Yes,Normal,11.0,13.0,48.0,26.0,7,56,63,25
1267,2011-02-25,springer,2011,Feb,22,No,Fri,Yes,Normal,11.0,11.0,48.0,30.0,7,43,50,25
1268,2011-02-25,springer,2011,Feb,23,No,Fri,Yes,Normal,11.0,11.0,48.0,22.0,2,37,39,25
1269,2011-02-26,springer,2011,Feb,0,No,Sat,No,Normal,10.0,11.0,52.0,13.0,3,25,28,26
1270,2011-02-26,springer,2011,Feb,1,No,Sat,No,Normal,10.0,11.0,52.0,20.0,2,25,27,26
1271,2011-02-26,springer,2011,Feb,2,No,Sat,No,Normal,9.0,10.0,60.0,24.0,3,9,12,26
1272,2011-02-26,springer,2011,Feb,3,No,Sat,No,Normal,9.0,11.0,55.0,9.0,1,7,8,26
